,rebal_threshold_scaled_h1,rebal_threshold_scaled_h5,rebal_threshold_sign_h1,rebal_threshold_sign_h5,rebal_threshold_1sided_scaled_h1,rebal_threshold_1sided_scaled_h5,rebal_threshold_1sided_sign_h1,rebal_threshold_1sided_sign_h5,rebal_calendar_scaled_h1,rebal_calendar_scaled_h5,rebal_calendar_sign_h1,rebal_calendar_sign_h5,rebal_calendar_week4_scaled_h1,rebal_calendar_week4_scaled_h5,rebal_calendar_week4_sign_h1,rebal_calendar_week4_sign_h5,rebal_paper_combined_scaled_h1,rebal_paper_combined_scaled_h5,rebal_paper_combined_sign_h1,rebal_paper_combined_sign_h5,rebal_trailing21_ctrl_scaled_h1,rebal_trailing21_ctrl_scaled_h5,rebal_trailing21_ctrl_sign_h1,rebal_trailing21_ctrl_sign_h5
2003-08-19,0.002134355563639636,0.0017672235864549274,0.004146279817979951,0.004146279817979951,0.0021426712501556276,0.0016490150042995039,0.004146279817979951,0.004146279817979951,0.001155991500520924,0.0006261229025576874,0.004146279817979951,0.003986279817979951,-0.0,-0.0,-0.0,-0.0,0.001067177781819818,0.0008836117932274635,0.004146279817979951,0.004146279817979951,0.002032254851613159,0.0017126447502355615,0.004146279817979951,0.004146279817979951
2003-08-20,-0.00035311012461908004,-0.00032495989408551037,-0.0007168656023646545,-0.0007168656023646545,-0.00035454735555399123,-0.0003271662974435008,-0.0007168656023646545,-0.0007168656023646545,-0.00018514637694228776,-0.00015567907785133867,-0.0007168656023646545,-0.0007168656023646545,0.0,0.0,0.0,0.0,-0.00017655506230954002,-0.0001624799470427552,-0.0007168656023646545,-0.0007168656023646545,-0.00033482389001136917,-0.0003163675977769492,-0.0007168656023646545,-0.0007168656023646545
2003-08-21,-0.0030308827022771253,-0.003092721873889979,-0.006911619418067768,-0.006911619418067768,-0.002929937866540761,-0.0030865890660102444,-0.006911619418067768,-0.006911619418067768,-0.0016138769540205104,-0.001504909343634305,-0.006911619418067768,-0.006911619418067768,0.0,0.0,0.0,0.0,-0.0015154413511385626,-0.0015463609369449896,-0.006911619418067768,-0.006911619418067768,-0.002436996078486553,-0.0031234433383409543,-0.006911619418067768,-0.006911619418067768
2003-08-22,0.005773043686485397,0.0050884163824510865,0.010636357736218141,0.010636357736218141,0.005607155671418323,0.0050363086993737835,0.010636357736218141,0.010636357736218141,0.003603249249215017,0.0027132224656246703,0.010636357736218141,0.010636357736218141,-0.0,-0.0,-0.0,-0.0,0.0028865218432426983,0.0025442081912255433,0.010636357736218141,0.010636357736218141,0.005211454862739558,0.005061232145347959,0.010636357736218141,0.010636357736218141
2003-08-25,-0.0022903851350492607,-0.002787715230876011,-0.005960681926321054,-0.005960681926321054,-0.002197168096834976,-0.0027380404157510696,-0.005960681926321054,-0.005960681926321054,-0.0010955390257797026,-0.0015005977324294552,-0.005960681926321054,-0.005960681926321054,0.0,0.0,0.0,0.0,-0.0011451925675246303,-0.0013938576154380055,-0.005960681926321054,-0.005960681926321054,-0.0023350094862221358,-0.002585350596037574,-0.005960681926321054,-0.005960681926321054
2003-08-26,0.0007388528086158185,0.0007994365667534974,0.001812553987285818,0.001812553987285818,0.0007338305624045707,0.0007834010652905815,0.001812553987285818,0.001812553987285818,0.00044628473144953324,0.00044671281027339096,0.001812553987285818,0.001812553987285818,0.000377345234944418,7.546904698888359e-05,0.001412553987285818,0.0002825107974571636,0.0010757033979508183,0.0005494183560350596,0.001812553987285818,0.001812553987285818,0.00024256182980111782,0.0006380418514066379,0.001812553987285818,0.001812553987285818
2003-08-27,-0.0010585465010047419,-0.0011784504665771321,-0.0027156754247529688,-0.0027156754247529688,-0.001060916851479944,-0.001154037009466265,-0.0027156754247529688,-0.0027156754247529688,-0.0006583544826348213,-0.0006820960245200449,-0.0027156754247529688,-0.0027156754247529688,-0.0006583544826348213,-0.00029349684326209163,-0.0027156754247529688,-0.0011662701699011876,-0.0018871109628788554,-0.0011668388332195722,-0.0027156754247529688,-0.0027156754247529688,-0.0002842577319781783,-0.0008406829768826077,-0.0027156754247529688,-0.0027156754247529688
2003-08-28,0.00032285089651458616,0.0003410820756573765,0.0007957284722187188,0.0007957284722187188,0.0003235460412577903,0.00033694851258493836,0.0007957284722187188,0.0007957284722187188,0.000206607207790832,0.00020331268591924543,0.0007957284722187188,0.0007957284722187188,0.000206607207790832,0.0001026844090889395,0.0007957284722187188,0.00039743708333123123,0.0005592896843666525,0.0003701298373342421,0.0007957284722187188,0.0007957284722187188,2.5791111662593903e-05,0.00016777513150216959,0.0007957284722187188,0.0007957284722187188
2003-08-29,-0.003928037581431812,-0.0038428751225365516,-0.009513218795621767,-0.009513218795621767,-0.003936352257588403,-0.003818446812185092,-0.009513218795621767,-0.009513218795621767,-0.0025604641240153,-0.0023416673163834576,-0.009513218795621767,-0.009513218795621767,-0.0025604641240153,-0.0020292944606386527,-0.009513218795621767,-0.0076905750364974134,-0.00672062818852679,-0.005755958852311648,-0.009513218795621767,-0.009513218795621767,-0.002022579561687082,-0.0017614247641087586,-0.009513218795621767,-0.009513218795621767
2003-09-02,-0.009911787856084977,-0.007724457047830488,-0.017480223738425445,-0.017480223738425445,-0.009927183165102053,-0.007741076450273138,-0.017480223738425445,-0.017480223738425445,-0.007396928166454302,-0.0051763626590514405,-0.017480223738425445,-0.017480223738425445,-0.007396928166454302,-0.005190150558352465,-0.017480223738425445,-0.017560223738425446,-0.013696005797255212,-0.012642340393127968,-0.017480223738425445,-0.017480223738425445,-0.0037387080146546988,-0.002611376558936873,-0.017480223738425445,-0.017480223738425445
2003-09-03,-0.0025236777307719896,-0.0015533634793103415,-0.002900473714652226,-0.002900473714652226,-0.002526270857892231,-0.0015559139934574475,-0.002900473714652226,-0.002900473714652226,-0.00212751968859695,-0.0011383690346949507,-0.002900473714652226,-0.002900473714652226,0.0004231932750975073,-0.0006029285662044601,0.002081843577665925,-0.0019002842287913356,-0.00010540805547757919,-0.001693593631538415,0.002081843577665925,-0.0019002842287913356,-0.002209917082929005,-0.0007718953182330665,-0.002900473714652226,-0.002900473714652226
2003-09-04,0.00466483284094239,0.0035610004822264904,0.00594205710990943,0.00594205710990943,0.0045233406080996226,0.003540588871382268,0.00594205710990943,0.00594205710990943,1.393035870485448e-05,0.00201825909659913,0.00594205710990943,0.00594205710990943,-9.526373743906784e-05,0.0008502918872582607,-0.0004,0.0022968228439637726,0.002150363824313924,0.0029611580741477415,0.00514205710990943,0.003565234265945658,0.005027923309815761,0.00234488997955184,0.00594205710990943,0.00594205710990943
2003-09-05,0.0038535004033672516,0.010286991012483482,0.018266871768586948,0.018266871768586948,0.007036059617120241,0.01085002126340812,0.018266871768586948,0.018266871768586948,-0.0009309238759227758,0.005018955035846276,-0.01908550190557325,0.010800123061152168,-0.0,0.0016220754438470656,-0.0,0.0035733743537173894,0.0019267502016836258,0.006930182683100434,0.018266871768586948,0.010960123061152169,0.018137941057828084,0.010768968609432777,0.018266871768586948,0.018266871768586948
2003-09-08,0.0009399102010116877,-0.00605795620775271,0.012084278454920671,-0.007924101319527746,-0.0006731341370291357,-0.0067549559661388234,-0.012940168865879577,-0.012940168865879577,0.004275805027503288,-0.0020453649306836313,0.012884278454920671,-0.002748033773175915,0.0,-0.0004913285260790573,0.0,-8e-05,0.00046995510050584386,-0.0030689781038763546,0.012084278454920671,-0.002748033773175915,-0.010147951964702147,-0.009206491920550874,-0.012940168865879577,-0.012940168865879577
2003-09-09,0.0014423198500830771,0.004266412310776488,0.010536808967683923,0.006802085380610354,0.0028395712503830315,0.005172864884178626,0.011336808967683923,0.011336808967683923,-0.0016055484428931664,0.00044922562996173527,-0.011355439104670226,-0.0024310878209340453,-0.0,-0.0005744569771406142,-0.0,-0.0023510878209340455,0.0007211599250415386,0.0009595252586198511,0.010536808967683923,0.0022673617935367847,0.009851671185581211,0.00946639088016708,0.011336808967683923,0.011336808967683923
2003-09-10,-0.00045923063275607636,0.0034434174905308796,-0.017696163754389666,0.0032155067234806733,0.0010874921656938317,0.005094347474520439,0.016877533617403365,0.016877533617403365,-0.005417271325250459,-0.0027644484189149367,-0.016896163754389668,-0.0102976982526338,-0.0,-1.905274748781357e-05,-0.0,-8e-05,-0.00022961531637803818,0.001750218652511542,-0.017696163754389666,0.0033755067234806733,0.010801925444748044,0.01399836535047503,0.016877533617403365,0.016877533617403365
2003-09-11,0.0017583417003337086,-4.0409452756758204e-05,0.0064824469451720415,0.0011364893890344085,0.0011576722659796211,-0.0008136293827977804,0.005682446945172041,-0.004060646249295005,0.0037056061257343524,0.0018014132605154185,0.0064824469451720415,0.006322446945172041,0.0,0.0,0.0,0.0,0.0008791708501668543,-2.0204726378378953e-05,0.0064824469451720415,0.0011364893890344085,-0.001785130185616066,-0.004653217942407891,-0.006501077082158343,-0.006501077082158343
2003-09-12,-0.00036198611999017005,-0.0002025043317032708,-0.0021883591351143225,-0.0014730154810685934,-0.00022171170651626046,2.4273467296445248e-06,-0.0021883591351143225,0.0002739457996256043,-0.0011006864115494332,-0.0008504608454997179,-0.0021883591351143225,-0.0021883591351143225,-0.0,-0.0,-0.0,-0.0,-0.00018099305999508502,-0.00010125216585163544,-0.0021883591351143225,-0.0014730154810685934,0.00036349660299367007,0.0011176468330044425,0.0021697289981280213,0.0021697289981280213
2003-09-15,-0.00034367392916690456,-0.00039830409300018995,-0.0053157669511530005,-0.0031894601706918004,-0.0006490586538918522,-8.446640425756247e-05,-0.0053157669511530005,-0.0012231533902306003,-0.002771977409763169,-0.0021846941460581535,-0.0053157669511530005,-0.0053157669511530005,-0.0,-0.0,-0.0,-0.0,-0.00017183696458345228,-0.00019915204650009508,-0.0053157669511530005,-0.0031894601706918004,0.00020644285591426157,0.0020432279550531667,0.005259876540194097,0.005259876540194097
2003-09-16,0.0021967955947070207,0.001988962439818136,0.015412049614379766,0.015252049614379766,0.0030901738732406416,0.0015912226606119532,0.015412049614379766,0.00908722976862786,0.009276011269143456,0.007703897922562249,0.015412049614379766,0.015412049614379766,0.0,0.0,0.0,0.0,0.0010983977973535103,0.0009944812199090681,0.015412049614379766,0.015252049614379766,0.0006735502823315135,-0.003403833593937708,0.014612049614379766,-0.009418407850819642
2003-09-17,0.0006748172911602738,-0.0007977187207068166,0.006674548296869513,-0.0046559070603134885,0.00024309568229260664,-0.0008280213763378592,0.006674548296869513,-0.004495907060313488,-0.0027781661068488612,-0.003829023104733421,-0.007493178433855815,-0.007493178433855815,-0.0,-0.0,-0.0,-0.0,0.0003374086455801369,-0.0003988593603534085,0.006674548296869513,-0.0046559070603134885,0.0009939556906437266,0.0008221477815568959,0.006674548296869513,0.004484728978121708
2003-09-18,0.000320763327345619,0.0006212909162439385,0.011109339232123408,0.007145603539274046,0.0009383468968825096,0.0010379944146614343,0.011109339232123408,0.007145603539274046,0.005641421971986577,0.005807917114175225,0.011909339232123409,0.011909339232123409,0.0,0.0,0.0,0.0,0.0001603816636728095,0.0003106454581219695,0.011109339232123408,0.007145603539274046,0.000698565390717444,-0.0006476692283202792,0.011109339232123408,-0.0025455938738219424
2003-09-19,0.0007248105130858185,3.5737064082932904e-06,0.004257609529090582,-0.0011752479332153766,0.00048368833445677116,-0.00026725943138064507,0.004257609529090582,-0.0011752479332153766,-0.0015343854440346715,-0.002295472266622301,-0.0050762396660768835,-0.0050762396660768835,-0.0,-0.0,-0.0,-0.0,0.00036240525654290925,1.7868532041465336e-06,0.004257609529090582,-0.0011752479332153766,0.000857864830523259,0.00027267204642526577,0.004257609529090582,0.0010115219058181165
2003-09-22,0.0003954133171339069,0.0001864140089270927,0.006427750239321728,0.0011255500478643456,0.00010930634302394836,-0.00014940095613318302,0.006427750239321728,0.0011255500478643456,-0.0024242033849171604,-0.0027293358311976266,-0.006483640650280631,-0.006483640650280631,-0.0,-0.0,-0.0,-0.0,0.00019770665856695346,9.32070044635462e-05,0.006427750239321728,0.0011255500478643456,0.0005887212488606977,0.00040550969589637885,0.006427750239321728,0.0012855500478643456
2003-09-23,1.2282970961166404e-05,-8.396777524623058e-05,0.0006332988515358282,-0.00029038579770442594,7.205818420902593e-05,-1.5091385059123603e-05,0.0006332988515358282,-0.00029038579770442594,0.0006367820426337714,0.0005528165064646137,0.0014332988515358283,0.0014332988515358283,0.0,0.0,0.0,0.0,6.141485480583202e-06,-4.198388762311525e-05,0.0006332988515358282,-0.00029038579770442594,8.219202118486247e-05,-7.7520468221277e-05,0.0006332988515358282,-0.00029038579770442594
2003-09-24,-9.913817032602779e-05,0.0006873171290029563,-0.02284967508944706,-0.004729935017889412,-0.0011857715987814968,-0.00037106384323966015,-0.02284967508944706,-0.004729935017889412,-0.01029920438301932,-0.009410773961483508,-0.02284967508944706,-0.02284967508944706,-0.0,-0.0,-0.0,-0.0,-4.9569085163013895e-05,0.0003436585645014777,-0.02284967508944706,-0.004729935017889412,0.0016792222729287516,0.0008222279591672741,0.02203104495246076,0.004566208990492151
2003-09-25,-0.003739800556902836,-0.00039182283723451983,-0.00962405739531251,-0.001924811479062502,-0.004200384113554144,-0.0008305590931410392,-0.00962405739531251,-0.001924811479062502,-0.008048724948418975,-0.004648609153424167,-0.00962405739531251,-0.00962405739531251,-0.008228857903041705,-0.0016457715806083408,-0.01002405739531251,-0.0020048114790625023,-0.006881928976107672,-0.001198317158148511,-0.00962405739531251,-0.001924811479062502,-0.003907870716626644,-0.0002949358220677293,-0.01042405739531251,0.0019210854516652418
2003-09-26,-0.0056634257922530615,-0.0019334435199064924,-0.010904165388581119,-0.00670249923314867,-0.006185961600528675,-0.0024322031346253356,-0.010904165388581119,-0.00670249923314867,-0.010714564263398785,-0.006794961235171363,-0.010904165388581119,-0.010904165388581119,-0.010714564263398785,-0.003998855352342913,-0.010904165388581119,-0.004441666155432448,-0.00828379559041709,-0.00318755483766947,-0.010904165388581119,-0.00670249923314867,-0.005641499746047995,-0.001893465695259325,-0.010904165388581119,-0.0023408330777162237
2003-09-29,0.00710625502116601,0.00399112019211574,0.014072766459080054,0.013912766459080054,0.010225353761700428,0.005131129636946663,0.014072766459080054,0.013912766459080054,0.016154970142959413,0.010842454166061851,0.014072766459080054,0.014072766459080054,0.016154970142959413,0.008212849851963766,0.014072766459080054,0.008363659875448032,0.010589510740123032,0.006177390033781887,0.014072766459080054,0.013912766459080054,0.010208805315756502,0.0046380799235978725,0.014072766459080054,0.008283659875448032
2003-09-30,-0.0035690397186757174,-0.006115966149828182,-0.01939715188056361,-0.01939715188056361,-0.009755886952705238,-0.008817358077215459,-0.01939715188056361,-0.01939715188056361,-0.01803878414883041,-0.016820008829859883,-0.01939715188056361,-0.01939715188056361,-0.01803878414883041,-0.015110853414616694,-0.01939715188056361,-0.01559772150445089,-0.011483095799619663,-0.010856843827139534,-0.01939715188056361,-0.01939715188056361,-0.009641655523108026,-0.0079686820644849,-0.01939715188056361,-0.011638291128338165
2003-10-01,0.007783423790193869,0.006849474086114362,0.016901325759714217,0.016901325759714217,0.013719914892779005,0.010188003251229334,0.016901325759714217,0.016901325759714217,0.020821012719991223,0.017228253578381147,0.016901325759714217,0.016901325759714217,0.020821012719991223,0.017192226987456604,0.016901325759714217,0.016821325759714217,0.012342374774954045,0.01183539992291429,0.016901325759714217,0.016901325759714217,0.016006067125454267,0.010333026292728364,0.016901325759714217,0.016741325759714216
2003-10-02,0.0012382736982555174,0.002654698664711868,0.007209836629414727,0.007209836629414727,0.0037679507687489165,0.004531773137772139,0.007209836629414727,0.007209836629414727,0.006876874635130321,0.007577682129465768,0.007209836629414727,0.007209836629414727,-0.007947914205685453,0.004640030838592445,-0.00802846676640103,0.004165901977648836,-0.0033933519359515313,0.003410300321180353,-0.00802846676640103,0.004165901977648836,0.006980775702503213,0.005235956940141452,0.007209836629414727,0.007209836629414727
2003-10-03,-5.5033841893204456e-05,0.006117501533700662,0.023014426137685964,0.023014426137685964,0.009907018617365971,0.013887802121891495,0.023014426137685964,0.023014426137685964,-0.0030922062845499363,0.01911122402416751,-0.023833056274672266,0.013648655682611577,-0.0003907560882490676,0.010695816580740185,-0.0004,0.009125770455074386,-0.0001529414662575888,0.0076216359943875244,0.022214426137685966,0.013808655682611578,0.020653662323347383,0.018607612582094164,0.023014426137685964,0.023014426137685964
2003-10-06,-0.0007351141394783721,7.779969505603872e-05,-0.0024236505381417415,0.0007806560763097024,-4.217184839077373e-05,0.0006850546423652385,0.0015677601271828375,0.0015677601271828375,-0.0009317870560621814,0.0006638830999670968,-0.0016236505381417414,0.00015355202543656753,0.0,0.00028017933490313775,0.0,0.00023355202543656753,-0.00036755706973918607,0.0001556758602463031,-0.0024236505381417415,0.00015355202543656753,0.0004883206869515531,0.0011512800733773317,0.0015677601271828375,0.0015677601271828375
2003-10-07,-0.003426557367335484,-0.0001643569457273772,-0.009626027250298416,0.001761479422662423,0.0005254782277962415,0.0036374728588601394,0.009607397113312113,0.009607397113312113,-0.0049052856005909525,0.002000759364971078,-0.009626027250298416,-0.0020852054500596832,0.0,0.00043028721909347655,0.0,-8e-05,-0.001713278683667742,-0.00012217847286368836,-0.009626027250298416,-0.0020852054500596832,0.0009579746033410721,0.006443720891356132,0.009607397113312113,0.009607397113312113
2003-10-08,0.0015944255731167758,0.000705087411748113,0.004259636942632387,0.0006919273885264773,0.0003553897965445541,-0.0009241818854364679,0.003459636942632387,-0.002726960247771213,0.0027560838340748434,0.0005292868637740232,0.004259636942632387,0.002395782165579432,-0.0,0.0007330916098834734,-0.0,0.0007719273885264773,0.0007972127865583879,0.0007385074001372949,0.004259636942632387,0.002395782165579432,-0.0007278873592352884,-0.002268012926899508,-0.004278267079618688,-0.004278267079618688
2003-10-09,-0.0018105021004944752,-0.0016845335729899365,-0.005891265690653165,-0.003694759414391899,-0.0001687983367534405,0.0004630502127856794,-0.005891265690653165,0.001014527110733373,-0.0035242143526684386,-0.002908269650641362,-0.005891265690653165,-0.006051265690653166,0.0,-7.815121764981353e-05,0.0,-8e-05,-0.0009052510502472376,-0.0008430998369394242,-0.005891265690653165,-0.003534759414391899,0.0002583282914870676,0.0018756307808701369,0.005872635553666864,0.005872635553666864
2003-10-10,4.6832024356655746e-05,3.33182312843159e-05,0.00017248930629627866,1.248930629627865e-05,-1.7916551155299303e-05,-4.006433770799877e-05,0.00017248930629627866,-0.00012550213874074425,8.115414864873258e-05,5.548503893135024e-05,0.00017248930629627866,0.00017248930629627866,-0.0,-0.0,-0.0,-0.0,2.3416012178327873e-05,1.665911564215795e-05,0.00017248930629627866,1.248930629627865e-05,-9.177474539852683e-05,-0.0001140232048910994,-0.0006275106937037214,-0.00027467166596954805
2003-10-13,-0.0015088724822347062,-0.0015884131274633967,-0.004719809447835355,-0.004719809447835355,-0.000539514418144095,-0.0002978629772866803,-0.004719809447835355,-0.002991885668701213,-0.0032298756139830997,-0.0029749646497568283,-0.004719809447835355,-0.004719809447835355,0.0,0.0,0.0,0.0,-0.0007544362411173531,-0.0007942065637316982,-0.004719809447835355,-0.004719809447835355,-0.001014883880399879,-0.0002289248838075613,-0.004719809447835355,0.0007727838073752903
2003-10-14,-0.0027156867048412515,-0.0025410991510754996,-0.007560062502486794,-0.007560062502486794,-0.0014566874926152365,-0.0008422784223225183,-0.007560062502486794,-0.007720062502486794,-0.005763089035423901,-0.005137233818654439,-0.007560062502486794,-0.007560062502486794,0.0,0.0,0.0,0.0,-0.0013578433524206257,-0.0012705495755377498,-0.007560062502486794,-0.007560062502486794,-0.0024282950079282228,-0.0009670328231888538,-0.007560062502486794,-0.0016720125004973587
2003-10-15,-0.00048069778073364335,-0.0003330845041410996,-0.0009141743579017945,-0.0009141743579017945,-0.00032700227139660393,-0.00015428397668446476,-0.0009141743579017945,-0.0009141743579017945,-0.0008503721499736212,-0.0006756972567777381,-0.0009141743579017945,-0.0009141743579017945,0.0,0.0,0.0,0.0,-0.00024034889036682168,-0.0001665422520705498,-0.0009141743579017945,-0.0009141743579017945,-0.0005569773117729101,-0.0002928521536984034,-0.0009141743579017945,-0.0007085046147410767
2003-10-16,-0.00429574180933383,-0.0036731027851930795,-0.009495073106198279,-0.009495073106198279,-0.003005178481290228,-0.0020080487216677092,-0.009495073106198279,-0.009495073106198279,-0.008477799254058437,-0.007429241999892762,-0.009495073106198279,-0.009495073106198279,0.0,0.0,0.0,0.0,-0.002147870904666915,-0.0018365513925965393,-0.009495073106198279,-0.009495073106198279,-0.0028499902097717934,-0.0031497164090909164,-0.009495073106198279,-0.00965507310619828
2003-10-17,0.008724848852849685,0.006957121158177746,0.01629612664654441,0.01629612664654441,0.0075437515561398985,0.004507297329286965,0.01629612664654441,0.01629612664654441,0.016923442031170792,0.013838919605657423,0.01629612664654441,0.01629612664654441,-0.0,-0.0,-0.0,-0.0,0.004362424426424843,0.003478560579088873,0.01629612664654441,0.01629612664654441,0.009024611744787522,0.006147107911014719,0.01629612664654441,0.01629612664654441
2003-10-20,-0.001950528926315977,-0.002846399663420547,-0.006793604710501955,-0.006793604710501955,-0.001467505196827789,-0.00201513557617372,-0.006793604710501955,-0.006793604710501955,-0.0054278704594355265,-0.0059244803954816684,-0.006793604710501955,-0.006793604710501955,0.0,0.0,0.0,0.0,-0.0009752644631579885,-0.0014231998317102736,-0.006793604710501955,-0.006793604710501955,-0.0009348585145558424,-0.002449620044219342,-0.006793604710501955,-0.006793604710501955
2003-10-21,0.001267694877378532,0.0014720124979076279,0.0034918775099484637,0.0034918775099484637,0.0010064533166942384,0.0011007757770137587,0.0034918775099484637,0.0034918775099484637,0.003066391588119302,0.0031226706177947794,0.0034918775099484637,0.0034918775099484637,-0.0,-0.0,-0.0,-0.0,0.000633847438689266,0.0007360062489538139,0.0034918775099484637,0.0034918775099484637,0.00097125029366439,0.0012430004605021119,0.0034918775099484637,0.0034918775099484637
