,EUR,GBP,JPY,AUD,CHF,CAD,NZD,SEK,NOK
2004-01-01,1.0294761904761898,2.9953100000000004,-0.9700000000000001,4.49,-0.9315061,1.3125,4.289999999999999,1.54,1.1999999999999997
2004-02-01,1.0205499999999998,3.1165400000000005,-0.9600000000000001,4.5200000000000005,-0.90196555,1.1449999999999998,4.54,1.41,0.9599999999999997
2004-03-01,0.9788260869565197,3.2467300000000003,-0.9700000000000001,4.46,-0.891705956521739,0.9879999999999998,4.49,1.3099999999999998,0.79
2004-04-01,0.96875,3.3147200000000003,-1.0,4.46,-0.8932505500000001,0.8824999999999998,4.51,0.94,0.8899999999999999
2004-05-01,0.8858571428571402,3.3287199999999997,-1.1199999999999999,4.31,-1.017646631578947,0.77,4.7,0.79,0.79
2004-06-01,0.6526818181818199,3.32974,-1.3699999999999999,4.03,-1.131535954545455,0.548,4.61,0.52,0.5699999999999998
2004-07-01,0.54604545454546,3.28702,-1.48,3.8899999999999997,-1.1475986363636361,0.4650000000000001,4.68,0.41999999999999993,0.44999999999999996
2004-08-01,0.43427272727273025,3.28284,-1.5899999999999999,3.7600000000000007,-1.208087818181818,0.38250000000000006,4.760000000000001,0.31000000000000005,0.3400000000000001
2004-09-01,0.25859090909090976,3.0869,-1.77,3.5599999999999996,-1.275622318181818,0.486,4.779999999999999,0.1399999999999999,0.09999999999999987
2004-10-01,0.10733333333332995,2.86071,-1.95,3.37,-1.4192089523809521,0.49250000000000016,4.71,-0.050000000000000044,-0.040000000000000036
2004-11-01,-0.08968181818181975,2.62359,-2.17,3.17,-1.6114889999999997,0.38000000000000034,4.46,-0.2699999999999998,-0.2699999999999998
2004-12-01,-0.27682608695652,2.42103,-2.35,2.96,-1.8006531363636362,0.016000000000000014,4.26,-0.4500000000000002,-0.4600000000000002
2005-01-01,-0.46457142857142975,2.2631600000000005,-2.51,2.81,-1.958930761904762,-0.1549999999999998,4.15,-0.6099999999999999,-0.6499999999999999
2005-02-01,-0.63165,2.12069,-2.67,2.86,-2.0928139,-0.3250000000000002,4.0600000000000005,-0.8,-0.8500000000000001
2005-03-01,-0.8328095238095203,2.0173599999999996,-2.89,2.8399999999999994,-2.3036837619047623,-0.472,4.02,-1.0000000000000002,-0.9500000000000002
2005-04-01,-0.9527619047618998,1.8533600000000003,-3.01,2.66,-2.41704780952381,-0.6199999999999997,3.96,-1.0999999999999999,-1.04
2005-05-01,-1.09436363636364,1.6737499999999996,-3.14,2.4599999999999995,-2.54933785,-0.7600000000000002,3.8299999999999996,-1.3200000000000003,-1.1400000000000001
2005-06-01,-1.2689545454545499,1.4614400000000005,-3.29,2.2800000000000002,-2.7077987727272728,-0.9319999999999999,3.6500000000000004,-1.73,-1.23
2005-07-01,-1.45057142857143,1.0879400000000001,-3.48,2.0800000000000005,-2.9037236190476188,-1.0149999999999997,3.4600000000000004,-2.09,-1.3499999999999996
2005-08-01,-1.6375217391304302,0.8246499999999997,-3.68,1.85,-3.094118909090909,-1.0899999999999999,3.2600000000000002,-2.29,-1.52
2005-09-01,-1.7308636363636403,0.7268600000000003,-3.7800000000000002,1.75,-3.195080363636364,-1.0750000000000002,3.2199999999999998,-2.4000000000000004,-1.52
